Id,Module Name,Key,Server Code,Application,Owner(Team),Managed by Heliopolis?
3232,Credit Predictor Tool - CodePipeline,cpt_codepipeline,,Credit Predictor Tool,Credit Storm,
3238,CreditPlus Auth,creditplus_auth,,CreditPlus,Credit Storm,
3239,Dynamites Lamba ECS auto stop function,d_lambda_ecs_stop,,Dynamites Lambda Resource,Dynamites,
3240,Dynamites Lamba ECS auto start function,d_lambda_ecs_start,,Dynamites Lambda Resource,Dynamites,
3241,Lambda MPN/EC File Reprocess,lambda_mpn_ec_reprocess,,MW Financialaid,Bank Roller$,
3242,Life Credit Estimator Tool,life_credit_estimator_tool,,Life Credit Estimator Tool,Credit Storm,
3243,Data Lake Data Divers Speechminer Stepfunction Module,dl_dd_stepfunction_speechminer,,Data Divers Step Function Resource,Data Divers,
3244,Secret Names,dl_secret_blackboard,,AWS Secret Manager,Data Knights,
3245,fluentbit,fluentbit,,New Relic,Dynamites,
3246,Courses Credit Connected Datasets,courses_credits_connected_dataset,,Courses Microservice,Optimus Prime,
3247,Life Credit Estimator Tool - S3,lcet_s3,,Life Credit Estimator Tool,Credit Storm,
3249,Life Credit Estimator Tool - CodePipeline,lcet_codepipeline,,Life Credit Estimator Tool,Credit Storm,
3250,Life Credit Estimator Tool - ACM,lcet_acm,,Life Credit Estimator Tool,Credit Storm,
3251,Life Credit Estimator Tool - CloudFront,lcet_cloudfront,,Life Credit Estimator Tool,Credit Storm,
3253,Life Credit Estimator Tool - CodeBuild,lcet_codebuild,,Life Credit Estimator Tool,Credit Storm,
3254,Sagas UI Gateway,sagas_ui_gateway,,Sagas Microservice,Scaena Cumulus,
3255,Notifications Pipelines,notifications_pipelines,,Notifications Microservice,Firebird,
3256,Data Lake Sandbox S3 Bucket,dl_s3_blackboard,,Data Lake S3 Resource,Data Knights,
3257,Route53,dns,,Career Hub,CAT Ninjas,
3258,Logging Resources,logging,,Career Hub,CAT Ninjas,
3259,Automated Testing,automated_testing,,Career Hub,CAT Ninjas,
3260,CI CD Pipeline,ci_cd_pipeline,,Career Hub,CAT Ninjas,
3261,ISIR Financial Aid,dl_isir_aid_codepipeline,,AWS Code Pipeline,Data Knights,
3262,pam-test,pam_test,,pam-test,Cloud Ninjas,
3263,Financial Aid Kafka Connector,dl_financial_aid_kafka_connect,,Financial Aid Kafka Connector,Data Knights,
3264,Kafkaadmin Services Module,kafkaadmin,,Kafka Admin Services,Scaena Cumulus,
3265,Courses Credits API,courses_credits_api,,Courses Microservice,Optimus Prime,
3266,kafkaadmin Self Service APIs,kafkaadmin_self_service_apis,,Kafka Admin Self Service,Scaena Cumulus,
