Id,Module Name,Key,Server Code,Application,Owner(Team),Managed by Heliopolis?
631,New Classroom - Classroom Roster V2,classroom_roster_v2,,classroom,Winterfell Wolves,TRUE
632,New Classroom - Resource Resolver,resource_resolver,,classroom,Winterfell Wolves,TRUE
633,New Classroom - Syllabus V3,syllabus_v3,,classroom,Winterfell Wolves,FALSE
636,New Classroom - ALE Knowledge Extraction,knowledge_extraction,,classroom,Winterfell Wolves,FALSE
637,New Classroom - Provisioning V2,provisioning_v2,,classroom,Winterfell Wolves,TRUE
638,New Classroom - Search,classroom_search,,classroom,Winterfell Wolves,FALSE
639,Service Contract: Program Offering Service,program_offering,,Service Depot,Avatars,FALSE
641,Media Library Assetuploadservice,asset_upload_service,,Library Pages,Premium,TRUE
649,Platform Monitoring and Tools (PMTS),pmts,,Platform Services,Fundits,TRUE
650,AdminCDS,admincds,,AdminConsole,Winterfell Wolves,FALSE
651,Routing Configuration for Authorization,routing_config_authz,,Platform Services,Fundits,TRUE
652,MCDS Routing Config,MCDSROUTING,,Mobile Services,Winterfell Wolves,TRUE
653,Service Contract: Admissions Application,adm_contracts,,Service Depot,Avatars,FALSE
655,Keyserver Apollo,keyserver,,Single Sign-On (SSO),Skynet,TRUE
656,SSO Apollo,sso,,Single Sign-On (SSO),Skynet,TRUE
658,New Classroom - Messaging Proxy,messaging_proxy,,classroom,Winterfell Wolves,TRUE
669,corp.root,corp.root,,Active Directory,Skynet,FALSE
670,apollogrp.edu,apollogrp.edu,,Active Directory,Skynet,FALSE
672,adminols.phoenix.edu,adminols.phoenix.edu,,Active Directory,Skynet,FALSE
673,wiuols.root,wiuols.root,,Active Directory,Skynet,FALSE
674,apollosrc.root,apollosrc.root,,Active Directory,Skynet,FALSE
675,apolloglobal.int,apolloglobal.int,,Active Directory,Skynet,FALSE
676,Chef Server,chef,,Chef,Future Bytes,FALSE
677,Service Contract:  CourseOffering Service,course_offering,,Service Depot,Avatars,FALSE
680,PETS-Client-Core,pets_cl_core,,PETS Dock,Premium,FALSE
681,PETS-Client-Chat,pets_cl_chat,,PETS Chat,Premium,FALSE
685,PETS-Client-Contacts,pets_cl_contacts,,PETS Contacts,Premium,FALSE
687,PETS-Client-Thirdparty,pets_cl_thirdparty,,PETS Dock,Premium,FALSE
694,Profile Editor UI GWT,profile_editor_gwt,,Profile Editor,Premium,TRUE
695,ols.phoenix.edu,ols.phoenix.edu,,Active Directory,Skynet,FALSE
696,SF Enrollment Advisor,salesforce_ea,,Salesforce,Dare Devils,FALSE
697,SF Financial Advisor,salesforce_fa,,Salesforce,Dare Devils,FALSE
698,SF Financial Aid,salesforce_afa,,Salesforce,Dare Devils,FALSE
699,SF Workforce Solutions Advisors,salesforce_wfs,,Salesforce,Dare Devils,FALSE
700,SF Technical Assistance Center,salesforce_tac,,Salesforce,Dare Devils,FALSE
703,WebCMS Dispatchers,webcms_dispatchers,,UI Platform Core,Premium,FALSE
704,Heliopolis Release Test,heliopolis_test,,Deployment Test App,Cloud Ninjas,TRUE
705,SCCM Web Service,sccmws,,Microsoft Intune,morphEUS,FALSE
706,Splunkopolis,splunkopolis,,Splunk,Dynamites,FALSE
708,Native Client Framework - Promises,ncf_promises,,WebCMS Author,Premium,FALSE
709,Day CQ Dispatcher,dcq_dispatcher,,WebCMS,Premium,FALSE
710,Day CQ Publisher,dcq_publisher,,WebCMS,Premium,FALSE
711,Day CQ Author,dcq_author,,WebCMS,Premium,FALSE
712,Splunk,splunk,,Splunk,Dynamites,TRUE
713,Latitude,latitude,,Latitude,Capital Gain$,TRUE
714,Academic Program Service,academicprogramsvc,,Shared Academic Services,Phoenix Wizards,TRUE
717,Profile Search,profilesearch,,Profile Services,Avatars,FALSE
718,OSB,osb,,Middleware Oracle Integration Suite,Bank Roller$,FALSE
719,Service Contract: Program,program_contracts,,Service Depot,Avatars,FALSE
720,Profile Search Datahandler,psdatahandler,,Profile Services,Avatars,FALSE
721,Domain Services - PetsEmail Routing Config,email_routing_config,,PETS Email,Premium,FALSE
724,Commence Web Student,commencewebstudent,,Commencement Web & Admin,Premium,FALSE
728,mediacms,mediacms,,MediaCMS,Premium,FALSE
731,SAS Residency,sasresidency,,SASWeb - School of Advanced Studies Web,Premium,FALSE
740,LDAA Calc,ldaa,,LDAA Calc,Winterfell Wolves,TRUE
746,boss,boss,,Binary Object Storage System (BOSS),Premium,TRUE
748,librarysearchcatsimp,librarysearchcatsimp,,University Library,Winterfell Wolves,FALSE
751,lmsadmin,lmsadmin,,All-In-One,Premium,FALSE
754,messagecenter,messagecenter,,Message Center,Premium,FALSE
760,SGA Attendance Poster,sgaattendanceposter,,SGA - Simplified Global Attendance,Winterfell Wolves,FALSE
764,mediacmscategories,mediacmscategories,,MediaCMS,Premium,FALSE
766,SGA Attendance Service,sgaattendance,,SGA - Simplified Global Attendance,Winterfell Wolves,FALSE
770,Course Availability Svc,cavailabilitysvc,,Platform Academic Services,Winterfell Wolves,FALSE
773,SGA Service,sgaservice,,SGA - Simplified Global Attendance,Winterfell Wolves,FALSE
776,build_file,build_file,,Equity Award Admin,Premium,FALSE
777,gwt_profileeditor_cds,gwt_profileeditor,,Profile Editor,Premium,FALSE
778,Rearch_Batch,rearch_batch,,IS3,Philomaths,FALSE
779,SGA Web,sgaweb,,SGA - Simplified Global Attendance,Winterfell Wolves,FALSE
783,ols3classroomviewer,ols3classroomviewer,,OLS3,Winterfell Wolves,FALSE
784,IC,ic,,Integrated Classroom,Premium,TRUE
787,ols3services,ols3services,,OLS3,Winterfell Wolves,FALSE
789,Demographics,demographics,,eCampus Legacy,Premium,FALSE
791,cccservice,cccservice,,Equity Award Admin,Premium,FALSE
793,cdse,cdse,,Equity Award Admin,Premium,FALSE
794,cdsx,cdsx,,Equity Award Admin,Premium,FALSE
795,chatclient,chatclient,,PETS Chat,Premium,FALSE
796,classroomdataservices,classroom_data,,eCampus Classroom Services,Premium,TRUE
799,Initiate,initiate,,Profile Services,Avatars,FALSE
804,adaservice,adaservice,,classroom,Winterfell Wolves,FALSE
805,ada,ada,,classroom,Winterfell Wolves,FALSE
806,Workshop Email Process,workshopep,,Workshops,Premium,FALSE
808,ebooks Collection,ebookcollection,,eBook,Winterfell Wolves,FALSE
814,archive,archive,,Equity Award Admin,Premium,FALSE
816,awformstemplates,awformstemplates,,Equity Award Admin,Premium,FALSE
819,IIRA,iira,,Profile Services,Avatars,FALSE
821,Platform Test App,platformtestapp,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
822,Platform Mock Library Simp,platformmocklibsimp,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
823,Platform CAS,platformcas,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
825,Program Offering Contract,programoffercontract,,DS-SOAP SIMP (Deprecated),Bank Roller$,FALSE
827,HelioBundle,heliobundle,,HelioBundle,Cloud Ninjas,FALSE
828,RubyGems,gems,,RubyGems,Future Bytes,FALSE
832,Classroom Services - Assessment Results,assessmentresults,,classroom,Winterfell Wolves,FALSE
838,MyWIU,mywiu,,MyWIU,Horizon,TRUE
839,Routing Configuration For Jive,routing_config_jive,,Community,Premium,FALSE
841,Author Preview Service,aps,,WebCMS,Premium,FALSE
842,Domain Services - Pets Calendar Aggregation,pets_calendar_agg,,PETS Calendar,Premium,TRUE
843,New Classroom - Authoring Metadata,authoring_metadata,,classroom,Winterfell Wolves,FALSE
844,Media CMS Utils,mediacmsutils,,MediaCMS,Premium,FALSE
845,Routing Configuration For Argonauts Team - UOP,routing_uop_argo,,Platform Services,Fundits,FALSE
847,Media Search Service,mediasearchservice,,MediaCMS,Premium,FALSE
848,Media PDF Generator,pdfgenerator,,MediaCMS,Premium,FALSE
849,Media CMS Core,mediaCMS_core,,MediaCMS,Premium,FALSE
850,Media Ingestion Service,ingestionservice,,MediaCMS,Premium,FALSE
851,New Classroom - Peg Service,peg_service,,classroom,Winterfell Wolves,TRUE
857,Media CMS Model,mediacmsmodel,,MediaCMS,Premium,FALSE
858,Media Ingestion Download Handler,ingestiondownloader,,MediaCMS,Premium,FALSE
859,AuthenticationDepot,authdepot,,Single Sign-On (SSO),Skynet,TRUE
861,Media Ingestion Frameworkv2,inges_frameworkv2,,MediaCMS,Premium,FALSE
862,Media Ingestion BIP,BIP,,MediaCMS,Premium,FALSE
863,Media Ingestion Upload Handler,inges_uploadhandler,,MediaCMS,Premium,FALSE
864,Media Ingestion SyncManagerv2,inges_syncmanager,,MediaCMS,Premium,FALSE
865,Media Ingestion Conversion Handler,inges_convrsnhandler,,MediaCMS,Premium,FALSE
867,PeopleSoft Financial Aid,psfa,,PeopleSoft Financial Aid,High Roller$,FALSE
868,Routing Configuration Activity Stream API,rcd_astreamapi,,Activity Stream,Premium,FALSE
869,SOA Composite 11g,soa11g,,Middleware Oracle Integration Suite,Bank Roller$,FALSE
870,OPWeb,OPWeb,,Financial Aid Custom Apps,High Roller$,FALSE
872,Disbursement Tool (DisbWeb),DisbWeb,,Financial Aid Custom Apps,High Roller$,FALSE
873,SARSStudentImporter,SARSSI,,Financial Aid Custom Apps,High Roller$,FALSE
874,CIEMS,CIEMS,,Financial Aid Custom Apps,High Roller$,FALSE
875,CANDE,CANDE,,Financial Aid Custom Apps,High Roller$,FALSE
876,RefundWeb,RefundWeb,,Financial Aid Custom Apps,High Roller$,FALSE
877,WIU-FARM,WIUFARM,,Financial Aid Custom Apps,High Roller$,FALSE
878,FARM,FARM,,Financial Aid Custom Apps,High Roller$,FALSE
879,CertQA,CertQA,,Financial Aid Custom Apps,High Roller$,FALSE
880,ProcessingProceduresFAQ,FAQ,,Financial Aid Custom Apps,High Roller$,FALSE
881,TTP,TTP,,Financial Aid Custom Apps,High Roller$,FALSE
882,UploaderHelper,UploaderHelper,,Financial Aid Custom Apps,High Roller$,FALSE
883,NewAidYear,NewAidYear,,Financial Aid Custom Apps,High Roller$,FALSE
884,RoboHelp,RoboHelp,,Financial Aid Custom Apps,High Roller$,FALSE
885,AutoDisbQAHolds,AutoDisbQAHolds,,Financial Aid Custom Apps,High Roller$,FALSE
886,AutoRefundHolds,AutoRefundHolds,,Financial Aid Custom Apps,High Roller$,FALSE
887,ISIRBump,ISIRBump,,Financial Aid Custom Apps,High Roller$,FALSE
889,Relationship Simp,relationshipsimp,,Platform Services,Fundits,TRUE
892,Profile Search Data Import,psdataimport,,Profile Services,Avatars,FALSE
894,Cognero Web/App - Student,cognero_web_student,,classroom,Winterfell Wolves,FALSE
895,Cognero SQL,cognero_sql,,classroom,Winterfell Wolves,FALSE
898,Helioworker,helioworker,,RADT,Cloud Ninjas,FALSE
899,Universal Bootstrapper,universalbootstrap,,RADT,Cloud Ninjas,FALSE
911,imchat_lb,imchat_lb,,PETS Chat,Premium,FALSE
920,nagiosprod1,imchat_nagios,,PETS Chat,Premium,FALSE
925,Oracle Financials,financials,,Oracle Financials,Capital Gain$,TRUE
928,Domain Services - Pets Calendar Aggregation Routing,calendar_agg_routing,,PETS Calendar,Premium,FALSE
931,Terc Web Reports,tercwebreports,,Tool For Emergency Roster Change (TERC),Premium,FALSE
935,Routing Config Core-API,routingconfigcoreapi,,Platform Services,Fundits,FALSE
939,New Classroom - Riak Mem,classroom_riak_mem,,classroom,Winterfell Wolves,FALSE
940,Classroom Allegrograph,classallegrograph,,classroom,Winterfell Wolves,FALSE
941,ICAP AV,icapav,,ICAP AV,Winterfell Wolves,FALSE
942,SOLR,solr,,Support Workbench,Philomaths,FALSE
943,SOLR - ALE,solr_ale,,classroom,Winterfell Wolves,FALSE
947,SVN server,svn_server,,Subversion,Dynamites,FALSE
950,Learner Model Dashboard,lm_dashboard,,Learning Analytics (P-Wave),Data Knights,FALSE
953,Media Library Authoring Service,authoringservice,,MediaCMS,Premium,FALSE
954,Learner Model Analytics,lm_analytics,,Learning Analytics (P-Wave),Data Knights,FALSE
955,RDS Management,rds_management,,classroom,Winterfell Wolves,FALSE
956,UI platform memcache,ui_platform_memcache,,UI Platform Core,Premium,FALSE
957,Classroom HAProxy,classroom_haproxy,,classroom,Winterfell Wolves,FALSE
959,IM Chat HAproxy,imchathaproxy,,PETS Chat,Premium,FALSE
960,Pets Email Memcached,pets_email_memcached,,PETS Email,Premium,FALSE
962,Activity Stream Mongo2,as_mongo2,,Activity Streams,Premium,TRUE
967,CAS2_LDAP,cas2_ldap,,Single Sign-On (SSO),Skynet,FALSE
972,Privacy SIMP,privacysimp,,Profile Services,Avatars,TRUE
973,PETS-Client-Email,pets_cl_email,,PETS Email,Premium,FALSE
976,Classroom (Bundles),Classroom,,classroom,Winterfell Wolves,FALSE
977,Horizontal Services LDAP Schema,opendj_schema,,Platform Services,Fundits,FALSE
978,New Classroom - Spellcheck Service,spellcheck_service,,classroom,Winterfell Wolves,TRUE
984,Routing Config for PetsChat,chat_routing_config,,PETS Chat,Premium,FALSE
985,Routing Configuration Calendar,calendar_routing_cfg,,PETS Calendar,Premium,FALSE
988,Osiris,Osiris,,OSIRIS - Online Student Information Records Inquiry System,Phoenix Wizards,TRUE
989,Synchronous Learning API,sync_learning_api,,Profile Editor,Premium,FALSE
990,Synchronous Learning SIMP,sync_learning_simp,,Profile Editor,Premium,FALSE
991,New Classroom - Auto Publishing,auto_publishing,,classroom,Winterfell Wolves,TRUE
994,Horizontal REST SIMP,hz_rs,,Horizontal service,Advantage Squad,TRUE
996,Search API,searchAPI,,Search Platform,SMEEs,TRUE
997,Middleware Web Application,mwwebapp,,Middleware Oracle Integration Suite,Bank Roller$,FALSE
999,Quickstart CDS,quickstart_cds,,AdminConsole,Winterfell Wolves,FALSE
1000,Access manager,accessmanager,,AdminConsole,Winterfell Wolves,FALSE
1002,Administration console control,edu.apollogrp.admin,,AdminConsole,Winterfell Wolves,FALSE
1003,Pull Model Bootstrap,pullmodelbootstrap,,RADT,Cloud Ninjas,FALSE
1004,PETS-Client-Help,pets_cl_help,,PETS Help,Premium,FALSE
1007,quickstart_ui,quickstart_ui,,Platform Academic Services,Winterfell Wolves,FALSE
1008,Content Pipeline API,contentpipeline,,Content Pipeline,Premium,TRUE
1009,WebCMS Dispatchers - UOP,disp,,WebCMS,Premium,FALSE
1017,Routing Configuration For Classroom Team,routing_config_class,,classroom,Winterfell Wolves,FALSE
1018,New Classroom - Tutor Reports,tutor_reports,,classroom,Winterfell Wolves,TRUE
1019,New Classroom - Recommendations,recommendations,,classroom,Winterfell Wolves,TRUE
1020,New Classroom - Assessments V3,assessments_v3,,classroom,Winterfell Wolves,TRUE
1021,New Classroom - Assessments Admin V3,assessments_admin_v3,,classroom,Winterfell Wolves,TRUE
1023,P-Wave,pwave,,Learning Analytics (P-Wave),Data Knights,TRUE
1027,New Classroom - BLTI Provider,blti_provider,,classroom,Winterfell Wolves,TRUE
1029,SOLR Platform,solrPlatform,,Search Platform,SMEEs,FALSE
1031,core platform service clean up tools,core_cleanup_tools,,Platform Services,Fundits,FALSE
1033,PETS-Client-Calendar,pets_cl_calendar,,PETS Calendar,Premium,FALSE
1036,Search API Routing Config,SEARCHROUTING,,Search Platform,SMEEs,TRUE
1041,Activity Stream UI GWT,activitystreamui_gwt,,Activity Stream,Premium,TRUE
1043,Content Author,content_author,,Content Pipeline,Premium,TRUE
1044,PETS Chat POC,petschat_poc,,PETS Chat,Premium,FALSE
1050,Dynamic Application Settings,dynamicappsettings,,Dasm Zookeeper,Winterfell Wolves,TRUE
1053,Heliopolis DB - heliopolis,heliopolis_db,hedb,deathBURRITO,Cloud Ninjas,TRUE
1054,Heliopolis DB - heliopolis_deployment,heliopolis_deployment_db,hddb,RADT,Cloud Ninjas,TRUE
1056,Heliopolis DB - heliopolis_logs,heliopolis_logs_db,hldb,RADT,Cloud Ninjas,TRUE
1058,Message Center Messaging,mcmessaging,,Message Center,Premium,FALSE
1059,eXp/Documentum - Web Services - Student,SearchAndRetrieval,,eXp/Documentum,404's,TRUE
1060,Faculty Preferences - FAResources,facpref,,FAResources,Premium,FALSE
1061,Routing Config Core-API UOP,routconfiguopcoreapi,,Platform Services,Fundits,FALSE
1064,Aggregation Service,aggregation,,Aggregation Service,Winterfell Wolves,TRUE
1065,Artifact Exchange,artifact_exchange,,classroom,Winterfell Wolves,FALSE
1066,Learner Profile Services,learnerprofile,,Learner Profile,Winterfell Wolves,TRUE
1070,Routing Config ContentPipeline,routing_config_cp,,Content Pipeline,Premium,FALSE
1072,Templates-Deprecated,templates,,Templating,Premium,FALSE
1075,Windows Application Installer,windowsappinstaller,,Automation Tools,Cloud Ninjas,FALSE
1077,Global People Search,GPSUI,,Community,Premium,FALSE
1079,RoutingConfig-uop-OlsGradebook,routing_olsgradebook,,Gradebook,Winterfell Wolves,FALSE
1080,Routing Configuration for Assessments Team,rout_uop_assessments,,Platform Services,Fundits,FALSE
1081,Message Center Client,mcclient,,Message Center,Premium,FALSE
1082,Authorization Repository,repository,,Platform Services,Fundits,TRUE
1084,CPP Web Payments,CPP_Web_Payments,,Financial Services Platform,Capital Gain$,FALSE
1087,eCampus Legacy,ecampus_legacy,,eCampus Legacy,Premium,TRUE
1090,SCOM Agent,scom_agent,,System Center Operations Manager,Skynet,FALSE
1091,ClassroomControlCenter,classroomcontrolcenter,,AdminConsole,Winterfell Wolves,TRUE
1095,Golden Gate,goldengate,,GoldenGate,Data Divers,FALSE
1099,Tableau,tableau,,Tableau,The Fast and the Curious,FALSE
1100,Informatica,informatica,,Informatica,Data Divers,TRUE
1101,Heliosuppress,heliosuppress,,RADT,Cloud Ninjas,FALSE
1102,Classroom Data Services (CDS),ic_cds,,Integrated Classroom,Premium,FALSE
1103,New Classroom - Syllabus Author,syllabus_author,,classroom,Winterfell Wolves,TRUE
1104,New Classroom - Classroom Middleware,classroom_middleware,,classroom,Winterfell Wolves,TRUE
1105,New Classroom - Syllabus Reader,syllabus_reader,,classroom,Winterfell Wolves,TRUE
1106,Dasm Zookeeper,dasm_zookeeper,,Dasm Zookeeper,Winterfell Wolves,FALSE
1108,New Classroom - Activity Repo Author,activity_repo_author,,classroom,Winterfell Wolves,TRUE
1109,New Classroom - Activity Repo Reader,activity_repo_reader,,classroom,Winterfell Wolves,TRUE
1110,Apollo ECampus Web Password,ecampuspassword,,Program,Premium,FALSE
1111,Login Manager,loginmanager,,AdminConsole,Winterfell Wolves,FALSE
1112,Apollo ECampus Web Program,ecampusprogram,,Program,Premium,FALSE
1113,SOLR - Classroom,solr_classroom,,classroom,Winterfell Wolves,FALSE
1114,Classroom Control Center Plugin,c3plugin,,AdminConsole,Winterfell Wolves,TRUE
1115,Configuration Manager,config_mgr,,AdminConsole,Winterfell Wolves,FALSE
1116,Adminconsole Dashboard,dashboard,,AdminConsole,Winterfell Wolves,FALSE
1117,Quickstart,quickstart,,AdminConsole,Winterfell Wolves,FALSE
1118,Access Manager UI,accessmanager_ui,,AdminConsole,Winterfell Wolves,TRUE
1119,Lightweight Gateway,lightWeightGateway,1119,Platform Services,Fundits,TRUE
1123,New Classroom - Discussions Events,discussions_events,,classroom,Winterfell Wolves,TRUE
1124,Apollo Knowledge Services,services,,Apollo knowledge services,Winterfell Wolves,FALSE
1125,New Classroom - Rubrics,rubrics,,classroom,Winterfell Wolves,TRUE
1126,Admission REST SIMP,admission,,Application Center,Phoenix Rising,TRUE
1128,FAAccount-Faculty,faaccount_faculty,,FAAccount,Premium,FALSE
1129,New Classroom - classroom te,classroom_te,,classroom,Winterfell Wolves,TRUE
1130,Classroom FE HAProxy,classroom_fe,,classroom,Winterfell Wolves,TRUE
1132,FAAccount-FacultyContracts,faaccount_facultycontracts,,FAAccount,Premium,FALSE
1133,FAAccount-Faculty Stock options,faaccount_facultystockoptions,,FAAccount,Premium,FALSE
1134,FAAccount-FacultyPayhistory,faaccount_facultypayhistory,,FAAccount,Premium,FALSE
1135,Apollo Knowledge Admin,admin,,Apollo knowledge services,Winterfell Wolves,FALSE
1139,Analytics Service,learner_analytics_api,,Learner Analytics,Winterfell Wolves,TRUE
1140,New Classroom Analytics Dashboard,analytics_dashboard,,classroom,Winterfell Wolves,FALSE
1141,Asynchronous Bootstrapper,asyncbootstrap_aws,,RADT,Cloud Ninjas,FALSE
1143,ACPproxy,acpproxy,acpx,RADT,Cloud Ninjas,TRUE
1144,New Classroom - Tutor Reports 2,tutor_reports_2,,classroom,Winterfell Wolves,FALSE
1145,New Classroom - Discussions mobile,discussions_mobile,,classroom,Winterfell Wolves,FALSE
1146,New Classroom - Discussions RO,discussions_ro,,classroom,Winterfell Wolves,FALSE
1148,Privacy Manager,privacymanager,,AdminConsole,Winterfell Wolves,FALSE
1149,DAO Admin,daoadmin,,MyServices,Premium,FALSE
1150,Application Center,application_center,,Application Center,Phoenix Rising,TRUE
1151,New Classroom - Discussions Cleanup,discussions_cleanup,,classroom,Winterfell Wolves,TRUE
1163,fep-ncf-all,fep_ncf_all,,Templating,Premium,TRUE
1164,fep-api,fep_api,,Templating,Premium,TRUE
1165,fep-ux-core-templates,fep_ux_core_templates,,Templating,Premium,TRUE
1166,PETS-Client-Core-Templates,pets_cl_core_templates,,PETS Dock,Premium,TRUE
1167,PETS-Client-Email-Templates,pets_cl_email_templates,,Templating,Premium,TRUE
1168,Test Runner,testrunner,,RADT,Cloud Ninjas,FALSE
1170,ProfileEditor_Templates,profileeditor_templates,,Templating,Premium,TRUE
1171,PETS-Client-Chat-Templates,pets_cl_chat_templates,,PETS Chat,Premium,TRUE
1172,PETS-Client-Thirdparty-Templates,pets_cl_thirdparty_templates,,PETS Dock,Premium,TRUE
1173,PETS-Client-Help-Templates,pets_cl_help_templates,,PETS Help,Premium,TRUE
1174,Faculty-Experience-Templates,faculty_experience_templates,,Templating,Premium,TRUE
1175,Apply-Templates,apply_templates,,Templating,Premium,TRUE
1176,PETS-Client-Calendar-Templates,pets_cl_calendar_templates,,PETS Calendar,Premium,TRUE
1177,Global People Search UI,gpsui_templates,,Community,Premium,FALSE
1178,Content EZProxy,content_ezproxy,,University Library,Winterfell Wolves,FALSE
1179,Hyperion Financial Data Quality Managemt,hyperion_fdm,,Hyperion,Capital Gain$,FALSE
1181,Email Service Routing,emailservicesrouting,,UCP Genesys,Advantage Squad,TRUE
1182,Student Activity Platform,sac_ui_components,,Student Activity Center,X-Force,FALSE
1183,Student Activity Platform Events,sac_events_components,,Student Activity Center,X-Force,FALSE
1184,Routing Configuration for Assessments Reporting,rout_uop_asmts_rept,,classroom,Winterfell Wolves,FALSE
1185,Classroom Services - Assessments Reporting,assessmentsreports,,classroom,Winterfell Wolves,FALSE
1187,Guardians Horizontal Services,hzservices,,Horizontal service,Advantage Squad,TRUE
1188,Aggregation - Memcache,agg_memcache,,Aggregation Service,Winterfell Wolves,FALSE
1189,Classroom - nginx,class_nginx,,classroom,Winterfell Wolves,FALSE
1190,Knowledge AllegroGraph,know_ag,,classroom,Winterfell Wolves,FALSE
1193,New Classroom - API Explorer,api_explorer,,classroom,Winterfell Wolves,TRUE
1194,New Classroom - StepByStep,stepbystep_app,,classroom,Winterfell Wolves,TRUE
1195,fep-user-registration-templates,fep_user_registration_templates,,Templating,Premium,TRUE
1196,Zookeeper Platform,zookeeper,,Search Platform,SMEEs,FALSE
1197,UCP Genesys Media,ucp_genm,,UCP Genesys,Advantage Squad,FALSE
1198,UCP Genesys Outbound,ucp_geno,,UCP Genesys,Advantage Squad,FALSE
1199,UCP Genesys SIP,ucp_gensip,,UCP Genesys,Advantage Squad,FALSE
1200,UCP Genesys Gplus Adapter,ucp_genga,,UCP Genesys,Advantage Squad,FALSE
1201,UCP Genesys Agent Scripting,ucp_genas,,UCP Genesys,Advantage Squad,TRUE
1202,UCP Genesys Framework and Routing,ucp_genfr,,UCP Genesys,Advantage Squad,TRUE
1203,UCP Genesys Info Mart and Reporting,ucp_genimr,,UCP Genesys,Advantage Squad,FALSE
1204,UCP Genesys Multimedia,ucp_genmulti,,UCP Genesys,Advantage Squad,TRUE
1205,UCP Genesys Workflow,ucp_genwf,,UCP Genesys,Advantage Squad,FALSE
1206,RabbitMQ,mp_rabbitmq,1206,Message Platform,Winterfell Wolves,TRUE
1208,Gateway,gateway,,Message Platform,Winterfell Wolves,TRUE
1209,Notification Worker,notification,,Message Platform,Winterfell Wolves,TRUE
1210,NACK,nackWorker,,Message Platform,Winterfell Wolves,TRUE
1211,Classroom Database Mysql,classroom_database_mysql,,classroom,Winterfell Wolves,FALSE
1212,New classroom DBs,discussions_mysql,,classroom,Winterfell Wolves,FALSE
1213,Activities,activities_mysql,,classroom,Winterfell Wolves,FALSE
1214,Access,access_mysql,,classroom,Winterfell Wolves,FALSE
1215,UCP Genesys T-Server,ucp_gent,,UCP Genesys,Advantage Squad,FALSE
1216,Tagging/Gradebook,tag_grade_mysql,,classroom,Winterfell Wolves,FALSE
1217,UCP Genesys Administrator,ucp_gena,,UCP Genesys,Advantage Squad,FALSE
1218,Remaining Schemas,classroom_mysql,,classroom,Winterfell Wolves,FALSE
1222,PhoenixConnect Cache,phoenixconnect_cache,,Community,Premium,FALSE
1232,Routing Configuration For MilddleWare,routing_config_middleware,,Middleware Services,Bank Roller$,TRUE
1242,Mock SIMP,mocksimp,,Platform Services,Fundits,TRUE
1252,fep-headerfooter,fep_headerfooter,,Templating,Premium,TRUE
1263,Bitbucket/Stash,stash,,Bitbucket,Dynamites,TRUE
1265,FinancialPlanManagement,financialplan_management,,Financial Plan Management,Bank Roller$,TRUE
1266,FTPSyncService,ftpsyncservice,,Portal,Premium,FALSE
1268,Windows Bootstrapper,windowsbootstrap,,RADT,Cloud Ninjas,FALSE
1269,Automation Tools Website,automation_tools,,Automation Tools,Cloud Ninjas,FALSE
1270,Reenquiry (liar),reenquiry_rs,,Lead Management Service,Advantage Squad,TRUE
1271,Heliopolis Elasticsearch,heliopolis_elasticsearch,,Application Database,Cloud Ninjas,TRUE
1274,eCampus Program2,ecampusprogram2,,Program,Premium,FALSE
1275,SRM Provisioning,srmprovisioning,,Salesforce,Dare Devils,TRUE
1276,Crucible/Fisheye,crucible,,Crucible,Cloud Ninjas,FALSE
1278,New Classroom - Allegrograph,classroom_allegrograph,,classroom,Winterfell Wolves,FALSE
1279,Routing config enable asset service,routing_config_eas,,Content Pipeline,Premium,FALSE
1280,FacultyInterestForm,faaccount_facultyinterest,,FAAccount,Premium,FALSE
1282,user-tasks-widget,user_tasks,,Templating,Premium,TRUE
1312,Routing Configuration For Application Center,routing_config_appc,,Application Center,Phoenix Rising,FALSE
1313,Production Windows Bamboo Agents in ACP,win_bamboo_agents_acp,,Bamboo,Dynamites,FALSE
1316,Horizontal DB - ACTSTR,db_horizontal_actstr,,Horizontal Database,Phoenix Rising,FALSE
1319,Horizontal DB,db_horizontal,,Horizontal Database,Phoenix Rising,FALSE
1320,Horizontal DB - Quartz,db_horizontal_quartz,,Horizontal Database,Phoenix Rising,FALSE
1321,Brandorama - db_oracle,brandorama_db_oracle,,HelioBundle,Cloud Ninjas,FALSE
1322,Berkshelf API,berkshelf_api,,Chef,Future Bytes,FALSE
1323,OSB Events,osb_events,,Middleware Oracle Integration Suite,Bank Roller$,TRUE
1324,OSB Services,osb_services,,Middleware Oracle Integration Suite,Bank Roller$,TRUE
1326,UCP Service,ucp_service,,UCP Genesys,Advantage Squad,TRUE
1327,SOA Cocoa AppCenter,soa_cocoa_appcenter,,Middleware Oracle Integration Suite,Bank Roller$,TRUE
1328,Data Generator Tool,data_generator,,classroom,Winterfell Wolves,FALSE
1329,New Classroom - Disc_Access,disc_access,,classroom,Winterfell Wolves,TRUE
1330,New Classroom - Disc_ActivityStream,disc_activitystream,,classroom,Winterfell Wolves,TRUE
1331,New Classroom - Disc_Tagging,disc_tagging,,classroom,Winterfell Wolves,TRUE
1335,New Classroom - disc_alt_events,disc_alt_events,,classroom,Winterfell Wolves,FALSE
